"filename", "language", "HTML", "Markdown", "JavaScript", "PowerShell", "CSS", "Shell Script", "JSON", "Batch", "YAML", "Docker", "JavaScript JSX", "comment", "blank", "total"
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\app\services\SearchService.js", "JavaScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 46, 13, 100
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\app\services\index.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\app\websocket\WebSocketHandler.js", "JavaScript", 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 73, 43, 336
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\about.html", "HTML", 247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 273
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\booking-confirmation.html", "HTML", 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 12, 241
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\contact.html", "HTML", 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 249
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\dashboard.html", "HTML", 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 11, 282
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\deals.html", "HTML", 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 234
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\destination-details.html", "HTML", 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 19, 315
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\destinations.html", "HTML", 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 13, 202
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\faq.html", "HTML", 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 16, 391
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\hotel-details.html", "HTML", 265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 14, 305
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\hotels.html", "HTML", 261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 14, 300
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\index.html", "HTML", 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 218
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\login.html", "HTML", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 163
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\profile.html", "HTML", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 127
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\register.html", "HTML", 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 14, 211
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\reset-password.html", "HTML", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 161
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\backup\html\src_client\terms.html", "HTML", 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 24, 215
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\booking-proxy.js", "JavaScript", 0, 0, 392, 0, 0, 0, 0, 0, 0, 0, 0, 37, 40, 469
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\demand-api.json", "JSON", 0, 0, 0, 0, 0, 0, 13414, 0, 0, 0, 0, 0, 0, 13414
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deploy.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deploy.sh", "Shell Script", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 6, 5, 21
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\DEPLOYMENT-GUIDE.md", "Markdown", 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 253
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\README.md", "Markdown", 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 170
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\ecosystem.config.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\package.json", "JSON", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 1, 88
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\components\common\LoadingSpinner.css", "CSS", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 3, 10, 73
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\components\common\Toast.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\components\loading-spinner.html", "HTML", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 123
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\components\offline-support.html", "HTML", 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33, 247
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\components\service-worker.js", "JavaScript", 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 17, 18, 162
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\components\toast-notifications.html", "HTML", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22, 151
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\config\database.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 22
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\config\index.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\config\redis.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 40
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\config\swagger.js", "JavaScript", 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 129
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\config\test.js", "JavaScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 14
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\controllers\adminController.js", "JavaScript", 0, 0, 408, 0, 0, 0, 0, 0, 0, 0, 0, 41, 53, 502
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\controllers\auth.controller.js", "JavaScript", 0, 0, 274, 0, 0, 0, 0, 0, 0, 0, 0, 25, 31, 330
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\controllers\authController.js", "JavaScript", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 136
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\controllers\booking.controller.js", "JavaScript", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 22, 46, 239
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\controllers\bookingComController.js", "JavaScript", 0, 0, 290, 0, 0, 0, 0, 0, 0, 0, 0, 90, 51, 431
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\controllers\bookingController.js", "JavaScript", 0, 0, 286, 0, 0, 0, 0, 0, 0, 0, 0, 40, 44, 370
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\controllers\flightController.js", "JavaScript", 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 23, 19, 218
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\controllers\hotel.controller.js", "JavaScript", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 112
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\controllers\hotelController.js", "JavaScript", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 24, 16, 179
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\controllers\reviewController.js", "JavaScript", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 8, 19, 118
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\controllers\tourController.js", "JavaScript", 0, 0, 219, 0, 0, 0, 0, 0, 0, 0, 0, 29, 24, 272
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\controllers\user.controller.js", "JavaScript", 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 35, 52, 305
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\controllers\userController.js", "JavaScript", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 33, 41, 213
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\middleware\async.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\middleware\auth.js", "JavaScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 52
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\middleware\cache.js", "JavaScript", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 18, 12, 78
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\middleware\error.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 34
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\middleware\userValidation.js", "JavaScript", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24, 143
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\middleware\validate.js", "JavaScript", 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 158
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\middleware\validation.js", "JavaScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 46
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\middleware\validationMiddleware.js", "JavaScript", 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24, 239
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\middleware\validator.js", "JavaScript", 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 239
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\models\AuditLog.js", "JavaScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 42
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\models\Booking.js", "JavaScript", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 40, 6, 121
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\models\ErrorLog.js", "JavaScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 35
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\models\Flight.js", "JavaScript", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 57, 5, 144
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\models\Hotel.js", "JavaScript", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 57, 4, 136
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\models\Notification.js", "JavaScript", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 81
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\models\Review.js", "JavaScript", 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 54, 11, 173
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\models\SystemConfig.js", "JavaScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 50
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\models\Tour.js", "JavaScript", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 52, 5, 145
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\models\User.js", "JavaScript", 0, 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 80, 29, 359
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\models\index.js", "JavaScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 42
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\routes\admin.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 302, 14, 335
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\routes\auth.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 289, 13, 320
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\routes\bookingCom.js", "JavaScript", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 632, 28, 743
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\routes\bookings.js", "JavaScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 45
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\routes\docs.routes.js", "JavaScript", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 175
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\routes\flights.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 214, 8, 241
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\routes\hotel.routes.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 313, 7, 332
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\routes\hotels.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 170, 8, 197
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\routes\reviews.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 22
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\routes\tours.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 235, 8, 264
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\routes\users.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 24
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\scripts\createAdmin.js", "JavaScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 51
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\scripts\test-admin-endpoints.ps1", "PowerShell", 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 8, 14, 86
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server.js", "JavaScript", 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 20, 22, 148
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\controllers\auth.controller.js", "JavaScript", 0, 0, 415, 0, 0, 0, 0, 0, 0, 0, 0, 33, 58, 506
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\controllers\booking.controller.js", "JavaScript", 0, 0, 445, 0, 0, 0, 0, 0, 0, 0, 0, 27, 59, 531
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\controllers\destination.controller.js", "JavaScript", 0, 0, 609, 0, 0, 0, 0, 0, 0, 0, 0, 31, 96, 736
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\controllers\hotel.controller.js", "JavaScript", 0, 0, 534, 0, 0, 0, 0, 0, 0, 0, 0, 31, 74, 639
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\middleware\auth.js", "JavaScript", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 80
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\middleware\error.js", "JavaScript", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 71
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\middleware\upload.js", "JavaScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 33
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\middleware\validate.js", "JavaScript", 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 186
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\middleware\validation.js", "JavaScript", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 64
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\models\booking.js", "JavaScript", 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 134
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\models\hotel.js", "JavaScript", 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 191
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\models\index.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\models\review.js", "JavaScript", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 83
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\models\user.js", "JavaScript", 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 114
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\routes\auth.routes.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 22
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\routes\booking.routes.js", "JavaScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 29
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\routes\contact.routes.js", "JavaScript", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 93
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\routes\destination.routes.js", "JavaScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 43
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\routes\docs.routes.js", "JavaScript", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 68
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\routes\hotel.routes.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 39
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\routes\newsletter.routes.js", "JavaScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 52
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\routes\payment.routes.js", "JavaScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 51
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\routes\review.routes.js", "JavaScript", 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 12, 30, 227
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\server.js", "JavaScript", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 100
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\utils\cloudStorage.js", "JavaScript", 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 12, 17, 153
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\utils\email.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 29
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\utils\error.js", "JavaScript", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 86
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\server\utils\payment.js", "JavaScript", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 77
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\services\archiveService.js", "JavaScript", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 10, 26, 205
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\services\backupService.js", "JavaScript", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21, 198
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\services\bookingComService.js", "JavaScript", 0, 0, 444, 0, 0, 0, 0, 0, 0, 0, 0, 119, 50, 613
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\services\cacheService.js", "JavaScript", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 133
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\services\exportService.js", "JavaScript", 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 209
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\services\indexService.js", "JavaScript", 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22, 212
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\services\loggingService.js", "JavaScript", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 13, 24, 169
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\services\mailerService.js", "JavaScript", 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20, 203
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\services\migrationService.js", "JavaScript", 0, 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31, 241
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\services\paymentService.js", "JavaScript", 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35, 226
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\services\websocketService.js", "JavaScript", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 160
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\api-connection.test.js", "JavaScript", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 83
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\api-docs.test.js", "JavaScript", 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 10, 26, 192
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\bookingCom.test.js", "JavaScript", 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27, 218
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\db-connection.test.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 17
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\helpers.js", "JavaScript", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 94
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\index.test.js", "JavaScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 22
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\integration\auth.test.js", "JavaScript", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 121
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\integration\booking.test.js", "JavaScript", 0, 0, 357, 0, 0, 0, 0, 0, 0, 0, 0, 23, 74, 454
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\integration\hotel.test.js", "JavaScript", 0, 0, 315, 0, 0, 0, 0, 0, 0, 0, 0, 8, 53, 376
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\performance\auth.performance.js", "JavaScript", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 71
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\review.test.js", "JavaScript", 0, 0, 308, 0, 0, 0, 0, 0, 0, 0, 0, 26, 64, 398
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\seed-test-data.js", "JavaScript", 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 168
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\setup.js", "JavaScript", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 141
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\setupIntegration.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\test-helper.js", "JavaScript", 0, 0, 243, 0, 0, 0, 0, 0, 0, 0, 0, 30, 42, 315
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\unit\auth.controller.test.js", "JavaScript", 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 20, 28, 199
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\tests\user.test.js", "JavaScript", 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 185
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\utils\appError.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\utils\catchAsync.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\utils\email.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 28
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\utils\error.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 33
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\utils\errorResponse.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Administrator\Desktop\Advenro-V6\Advenro\deployment\src\utils\notifications.js", "JavaScript", 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 13, 14, 152
